,name,weight,height,species,moves,types,abilities,hp,attack,defense,special-attack,special-defense,speed
840,appletun,130,4,appletun,"stomp, headbutt, body-slam, take-down, hyper-beam, leech-seed, growth, solar-beam, earthquake, recover, withdraw, light-screen, reflect, amnesia, rest, substitute, snore, curse, protect, outrage, giga-drain, endure, attract, sleep-talk, safeguard, sweet-scent, rain-dance, sunny-day, facade, helping-hand, superpower, recycle, astonish, bullet-seed, iron-defense, magical-leaf, gyro-ball, payback, seed-bomb, dragon-pulse, energy-ball, giga-impact, zen-headbutt, draco-meteor, leaf-storm, iron-head, grass-knot, heavy-slam, round, bulldoze, dragon-tail, grassy-terrain, high-horsepower, stomping-tantrum, body-press, apple-acid, grassy-glide, tera-blast, pounce, trailblaze","grass, dragon","ripen, gluttony, thick-fat",110,85,80,100,80,30
841,silicobra,76,22,silicobra,"slam, sand-attack, headbutt, body-slam, wrap, take-down, earthquake, dig, screech, minimize, glare, rest, rock-slide, substitute, snore, protect, scary-face, mud-slap, sandstorm, endure, attract, sleep-talk, facade, rock-tomb, sand-tomb, mud-shot, poison-tail, rock-blast, last-resort, dragon-rush, earth-power, stone-edge, stealth-rock, coil, round, bulldoze, drill-run, belch, brutal-swing, scale-shot, skitter-smack, scorching-sands, tera-blast",ground,"sand-spit, shed-skin, sand-veil",52,57,75,35,50,46
842,sandaconda,655,38,sandaconda,"slam, sand-attack, headbutt, body-slam, wrap, take-down, hyper-beam, earthquake, dig, screech, minimize, skull-bash, glare, rest, rock-slide, substitute, snore, protect, scary-face, mud-slap, outrage, sandstorm, endure, attract, sleep-talk, facade, rock-tomb, sand-tomb, iron-defense, mud-shot, poison-tail, rock-blast, earth-power, giga-impact, thunder-fang, fire-fang, zen-headbutt, iron-head, stone-edge, stealth-rock, coil, round, bulldoze, drill-run, hurricane, high-horsepower, brutal-swing, body-press, scale-shot, skitter-smack, scorching-sands, tera-blast",ground,"sand-spit, shed-skin, sand-veil",72,107,125,65,70,71
843,cramorant,180,8,cramorant,"fly, fury-attack, take-down, thrash, water-gun, hydro-pump, surf, ice-beam, blizzard, hyper-beam, peck, drill-peck, agility, amnesia, rest, substitute, thief, snore, reversal, protect, icy-wind, endure, steel-wing, attract, sleep-talk, rain-dance, whirlpool, uproar, stockpile, spit-up, swallow, facade, superpower, dive, feather-dance, weather-ball, air-cutter, aerial-ace, water-pulse, roost, pluck, tailwind, assurance, aqua-ring, air-slash, brave-bird, giga-impact, defog, round, scald, acrobatics, hurricane, belch, throat-chop, liquidation, dual-wingbeat, tera-blast, pounce, chilling-water, aqua-cutter","flying, water",gulp-missile,70,85,55,85,95,85
844,arrokuda,10,5,arrokuda,"fury-attack, take-down, thrash, double-edge, bite, hydro-pump, surf, peck, agility, focus-energy, waterfall, swift, rest, slash, substitute, snore, protect, endure, attract, sleep-talk, rain-dance, crunch, whirlpool, facade, brick-break, dive, bounce, water-pulse, acupressure, close-combat, assurance, poison-jab, night-slash, ice-fang, aqua-jet, round, scald, drill-run, laser-focus, throat-chop, psychic-fangs, liquidation, scale-shot, flip-turn, tera-blast, chilling-water",water,"swift-swim, propeller-tail",41,63,40,40,30,66
845,barraskewda,300,13,barraskewda,"fury-attack, take-down, double-edge, bite, hydro-pump, surf, ice-beam, blizzard, hyper-beam, peck, agility, focus-energy, waterfall, swift, rest, substitute, snore, protect, scary-face, endure, attract, sleep-talk, rain-dance, crunch, whirlpool, facade, brick-break, dive, bounce, water-pulse, close-combat, assurance, poison-jab, giga-impact, ice-fang, aqua-jet, round, scald, drill-run, laser-focus, throat-chop, psychic-fangs, liquidation, scale-shot, flip-turn, tera-blast, chilling-water",water,"swift-swim, propeller-tail",61,123,60,60,50,136
846,toxel,110,4,toxel,"growl, acid, rest, substitute, snore, flail, protect, endure, charm, attract, sleep-talk, encore, facade, endeavor, metal-sound, round, belch, nuzzle, power-up-punch, tearful-look, tera-blast","electric, poison","rattled, static, klutz",40,38,35,54,35,40
847,toxtricity-amped,400,16,toxtricity,"mega-punch, fire-punch, thunder-punch, mega-kick, take-down, leer, growl, acid, hyper-beam, thunder-shock, thunderbolt, thunder-wave, thunder, toxic, screech, metronome, swift, rest, substitute, thief, snore, flail, protect, scary-face, sludge-bomb, endure, charm, swagger, spark, attract, sleep-talk, encore, rain-dance, sunny-day, uproar, facade, charge, taunt, helping-hand, brick-break, hyper-voice, poison-tail, shock-wave, payback, fling, toxic-spikes, poison-jab, drain-punch, giga-impact, thunder-fang, discharge, gunk-shot, charge-beam, venoshock, sludge-wave, electro-ball, acid-spray, round, stored-power, hex, shift-gear, volt-switch, wild-charge, snarl, belch, noble-roar, boomburst, eerie-impulse, electric-terrain, nuzzle, throat-chop, tearful-look, overdrive, rising-voltage, tera-blast, trailblaze","electric, poison","punk-rock, plus, technician",75,98,70,114,70,75
848,sizzlipede,10,7,sizzlipede,"slam, wrap, bite, ember, fire-spin, smokescreen, defense-curl, leech-life, rest, substitute, flame-wheel, snore, protect, endure, rollout, attract, sleep-talk, sunny-day, crunch, heat-wave, facade, knock-off, bug-buzz, power-whip, bug-bite, venoshock, coil, round, scald, struggle-bug, heat-crash, lunge, fire-lash, burn-up, brutal-swing, skitter-smack, scorching-sands","fire, bug","flash-fire, white-smoke, flame-body",50,65,45,50,50,45
849,centiskorch,1200,30,centiskorch,"slam, wrap, bite, ember, flamethrower, hyper-beam, solar-beam, fire-spin, smokescreen, fire-blast, leech-life, rest, substitute, flame-wheel, snore, protect, endure, attract, sleep-talk, sunny-day, crunch, heat-wave, will-o-wisp, facade, overheat, flare-blitz, x-scissor, bug-buzz, giga-impact, thunder-fang, fire-fang, power-whip, bug-bite, venoshock, coil, round, scald, inferno, heat-crash, mystical-fire, lunge, fire-lash, burn-up, brutal-swing, skitter-smack, scorching-sands","fire, bug","flash-fire, white-smoke, flame-body",100,115,65,90,90,65
850,clobbopus,40,6,clobbopus,"mega-punch, ice-punch, bind, body-slam, leer, submission, seismic-toss, waterfall, rest, substitute, snore, reversal, protect, detect, endure, attract, sleep-talk, pain-split, rock-smash, facade, taunt, superpower, revenge, brick-break, dive, muddy-water, bulk-up, mud-shot, brine, feint, close-combat, payback, sucker-punch, focus-blast, soak, round, circle-throw, retaliate, work-up, power-up-punch, liquidation, coaching",fighting,"limber, technician",50,68,60,50,50,32
851,grapploct,390,16,grapploct,"mega-punch, ice-punch, bind, body-slam, leer, hydro-pump, surf, hyper-beam, submission, dig, waterfall, rest, substitute, snore, reversal, protect, scary-face, octazooka, detect, endure, attract, sleep-talk, rock-smash, whirlpool, facade, taunt, superpower, revenge, brick-break, dive, muddy-water, bulk-up, mud-shot, brine, feint, close-combat, payback, drain-punch, focus-blast, giga-impact, round, retaliate, work-up, topsy-turvy, brutal-swing, stomping-tantrum, liquidation, octolock, skitter-smack, coaching",fighting,"limber, technician",80,118,90,70,80,42
852,sinistea,2,1,sinistea,"psybeam, mega-drain, psychic, night-shade, confuse-ray, withdraw, metronome, rest, substitute, snore, spite, protect, giga-drain, endure, sleep-talk, baton-pass, sweet-scent, shadow-ball, will-o-wisp, memento, facade, trick, skill-swap, imprison, astonish, aromatherapy, magical-leaf, calm-mind, payback, sucker-punch, dark-pulse, nasty-plot, trick-room, wonder-room, psyshock, foul-play, round, stored-power, ally-switch, shell-smash, hex, phantom-force, aromatic-mist, poltergeist, tera-blast",ghost,"weak-armor, cursed-body",40,45,45,74,54,50
853,polteageist,4,2,polteageist,"psybeam, hyper-beam, mega-drain, psychic, night-shade, confuse-ray, withdraw, light-screen, reflect, metronome, self-destruct, rest, substitute, snore, curse, spite, protect, giga-drain, endure, sleep-talk, baton-pass, sweet-scent, shadow-ball, will-o-wisp, memento, facade, trick, skill-swap, imprison, astonish, aromatherapy, magical-leaf, calm-mind, payback, sucker-punch, dark-pulse, giga-impact, nasty-plot, trick-room, wonder-room, psyshock, foul-play, round, stored-power, ally-switch, shell-smash, hex, phantom-force, aromatic-mist, strength-sap, teatime, poltergeist, tera-blast",ghost,"weak-armor, cursed-body",60,65,65,134,114,70
854,hatenna,34,4,hatenna,"psybeam, thunder-wave, confusion, psychic, light-screen, reflect, metronome, swift, rest, substitute, snore, protect, giga-drain, endure, charm, attract, sleep-talk, safeguard, baton-pass, facade, helping-hand, trick, skill-swap, imprison, aromatherapy, magical-leaf, calm-mind, healing-wish, dark-pulse, trick-room, psyshock, after-you, round, stored-power, heal-pulse, quash, disarming-voice, draining-kiss, misty-terrain, play-rough, play-nice, mystical-fire, aromatic-mist, dazzling-gleam, nuzzle, psychic-terrain, life-dew, expanding-force, tera-blast",psychic,"healer, anticipation, magic-bounce",42,30,45,56,53,39
855,hattrem,48,6,hattrem,"psybeam, thunder-wave, confusion, psychic, light-screen, reflect, metronome, swift, rest, substitute, snore, protect, giga-drain, endure, charm, attract, sleep-talk, safeguard, baton-pass, facade, helping-hand, trick, skill-swap, imprison, aromatherapy, magical-leaf, calm-mind, healing-wish, dark-pulse, trick-room, psyshock, round, stored-power, heal-pulse, disarming-voice, draining-kiss, misty-terrain, play-rough, play-nice, mystical-fire, aromatic-mist, dazzling-gleam, psychic-terrain, brutal-swing, life-dew, expanding-force, tera-blast",psychic,"healer, anticipation, magic-bounce",57,40,65,86,73,49
856,hatterene,51,21,hatterene,"swords-dance, psybeam, hyper-beam, thunder-wave, confusion, psychic, agility, light-screen, reflect, metronome, swift, rest, substitute, snore, protect, giga-drain, endure, charm, attract, sleep-talk, safeguard, baton-pass, shadow-ball, future-sight, facade, helping-hand, trick, skill-swap, imprison, aromatherapy, magical-leaf, calm-mind, gravity, healing-wish, power-swap, guard-swap, dark-pulse, giga-impact, shadow-claw, psycho-cut, trick-room, power-whip, wonder-room, psyshock, magic-room, round, stored-power, heal-pulse, disarming-voice, draining-kiss, misty-terrain, play-rough, play-nice, mystical-fire, aromatic-mist, dazzling-gleam, psychic-terrain, brutal-swing, magic-powder, life-dew, expanding-force, misty-explosion, tera-blast","psychic, fairy","healer, anticipation, magic-bounce",57,90,95,136,103,29
857,impidimp,55,4,impidimp,"mega-punch, mega-kick, take-down, bite, low-kick, thunder-wave, light-screen, reflect, metronome, leech-life, rest, substitute, thief, snore, protect, scary-face, endure, swagger, attract, sleep-talk, fake-out, uproar, torment, flatter, facade, taunt, trick, revenge, fake-tears, assurance, fling, sucker-punch, dark-pulse, drain-punch, nasty-plot, foul-play, round, retaliate, parting-shot, draining-kiss, misty-terrain, play-rough, confide, dazzling-gleam, burning-jealousy, lash-out, tera-blast, trailblaze, chilling-water","dark, fairy","prankster, frisk, pickpocket",45,45,30,55,40,50
858,morgrem,125,8,morgrem,"mega-punch, mega-kick, take-down, bite, low-kick, thunder-wave, light-screen, reflect, metronome, leech-life, rest, substitute, thief, snore, protect, scary-face, endure, swagger, attract, sleep-talk, fake-out, uproar, torment, flatter, facade, taunt, trick, revenge, imprison, fake-tears, assurance, fling, sucker-punch, dark-pulse, drain-punch, nasty-plot, shadow-claw, foul-play, round, retaliate, draining-kiss, misty-terrain, play-rough, confide, dazzling-gleam, throat-chop, false-surrender, burning-jealousy, lash-out, tera-blast, trailblaze, chilling-water","dark, fairy","prankster, frisk, pickpocket",65,60,45,75,55,70
859,grimmsnarl,610,15,grimmsnarl,"mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, body-slam, take-down, bite, hyper-beam, low-kick, thunder-wave, light-screen, reflect, focus-energy, metronome, leech-life, rest, substitute, thief, snore, protect, scary-face, endure, swagger, attract, sleep-talk, crunch, fake-out, uproar, torment, flatter, facade, focus-punch, taunt, trick, superpower, revenge, brick-break, imprison, fake-tears, bulk-up, hammer-arm, assurance, fling, power-swap, sucker-punch, dark-pulse, drain-punch, focus-blast, giga-impact, nasty-plot, shadow-claw, power-whip, wonder-room, low-sweep, foul-play, round, retaliate, draining-kiss, misty-terrain, play-rough, confide, dazzling-gleam, power-up-punch, darkest-lariat, throat-chop, stomping-tantrum, body-press, spirit-break, false-surrender, burning-jealousy, lash-out, tera-blast, trailblaze, chilling-water","dark, fairy","prankster, frisk, pickpocket",95,120,65,95,75,60
860,obstagoon,460,16,obstagoon,"mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, sand-attack, headbutt, tackle, body-slam, take-down, double-edge, pin-missile, leer, surf, ice-beam, blizzard, hyper-beam, submission, low-kick, counter, thunderbolt, thunder-wave, thunder, dig, screech, focus-energy, lick, swift, fury-swipes, rest, substitute, thief, snore, reversal, protect, scary-face, icy-wind, endure, attract, sleep-talk, iron-tail, cross-chop, rain-dance, sunny-day, shadow-ball, whirlpool, facade, taunt, helping-hand, trick, revenge, brick-break, hyper-voice, fake-tears, iron-defense, bulk-up, mud-shot, close-combat, payback, assurance, fling, night-slash, seed-bomb, x-scissor, switcheroo, giga-impact, shadow-claw, cross-poison, gunk-shot, grass-knot, hone-claws, round, retaliate, work-up, snarl, baby-doll-eyes, throat-chop, stomping-tantrum, body-press, obstruct, lash-out","dark, normal","reckless, guts, defiant",93,90,101,60,81,95
861,perrserker,280,8,perrserker,"pay-day, scratch, swords-dance, body-slam, take-down, thrash, growl, hyper-beam, thunderbolt, thunder, dig, screech, metronome, amnesia, fury-swipes, rest, slash, substitute, thief, snore, spite, protect, endure, charm, false-swipe, swagger, attract, sleep-talk, baton-pass, iron-tail, metal-claw, rain-dance, sunny-day, crunch, shadow-ball, fake-out, uproar, facade, taunt, helping-hand, brick-break, knock-off, hyper-voice, fake-tears, metal-sound, iron-defense, gyro-ball, metal-burst, u-turn, close-combat, payback, assurance, fling, dark-pulse, seed-bomb, x-scissor, giga-impact, nasty-plot, shadow-claw, gunk-shot, iron-head, stealth-rock, hone-claws, heavy-slam, foul-play, round, retaliate, work-up, play-rough, throat-chop, steel-beam, lash-out, tera-blast, trailblaze, chilling-water",steel,"battle-armor, tough-claws, steely-spirit",70,110,100,50,60,50
862,cursola,4,10,cursola,"tackle, body-slam, pin-missile, disable, hydro-pump, surf, ice-beam, blizzard, hyper-beam, earthquake, dig, psychic, night-shade, screech, harden, light-screen, reflect, self-destruct, amnesia, leech-life, rest, rock-slide, substitute, snore, curse, spite, protect, perish-song, icy-wind, sandstorm, giga-drain, endure, attract, sleep-talk, safeguard, rain-dance, sunny-day, mirror-coat, ancient-power, shadow-ball, whirlpool, hail, will-o-wisp, facade, revenge, grudge, astonish, rock-tomb, icicle-spear, iron-defense, calm-mind, rock-blast, brine, power-gem, earth-power, giga-impact, stone-edge, stealth-rock, round, scald, hex, bulldoze, strength-sap, throat-chop, stomping-tantrum, liquidation, meteor-beam, burning-jealousy, poltergeist",ghost,"weak-armor, perish-body",60,95,50,145,130,30
863,sirfetchd,1170,8,sirfetchd,"swords-dance, slam, sand-attack, body-slam, leer, peck, focus-energy, rest, substitute, snore, protect, detect, endure, fury-cutter, steel-wing, attract, sleep-talk, sunny-day, rock-smash, facade, helping-hand, superpower, revenge, brick-break, knock-off, iron-defense, leaf-blade, close-combat, assurance, poison-jab, brave-bird, defog, round, retaliate, final-gambit, work-up, first-impression, solar-blade, throat-chop, brutal-swing, meteor-assault, grassy-glide, coaching, dual-wingbeat",fighting,"steadfast, scrappy",62,135,95,68,82,65
864,mr-rime,582,15,mr-rime,"pound, mega-punch, ice-punch, double-kick, mega-kick, body-slam, ice-beam, blizzard, psybeam, hyper-beam, solar-beam, thunderbolt, thunder-wave, thunder, confusion, psychic, hypnosis, mimic, screech, light-screen, reflect, metronome, rest, substitute, thief, snore, protect, icy-wind, endure, charm, attract, sleep-talk, safeguard, baton-pass, encore, rapid-spin, rain-dance, sunny-day, mirror-coat, shadow-ball, future-sight, uproar, hail, facade, taunt, helping-hand, trick, role-play, recycle, brick-break, skill-swap, teeter-dance, slack-off, fake-tears, icicle-spear, iron-defense, block, calm-mind, payback, fling, copycat, power-swap, guard-swap, sucker-punch, drain-punch, focus-blast, energy-ball, giga-impact, nasty-plot, avalanche, ice-shard, zen-headbutt, trick-room, grass-knot, wonder-room, psyshock, magic-room, foul-play, after-you, round, stored-power, ally-switch, freeze-dry, misty-terrain, dazzling-gleam, psychic-terrain, stomping-tantrum, expanding-force, triple-axel","ice, psychic","tangled-feet, screen-cleaner, ice-body",80,85,75,110,100,70
